main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
1,310.42,0.3,5.14,23.6,4.71,5.81,6.75,2.28,1692849600,24-08-2023 ,4:00:00
1,277.04,0.23,3.68,30.04,3.7,3.58,4.35,2.06,1692853200,24-08-2023 ,5:00:00
1,273.7,0.24,3.3,36.12,3.73,3.08,3.81,2.15,1692856800,24-08-2023 ,6:00:00
1,270.37,0.14,3.21,38.62,3.7,2.89,3.58,2.12,1692860400,24-08-2023 ,7:00:00
1,270.37,0.1,3.38,37.19,3.49,2.82,3.48,2.06,1692864000,24-08-2023 ,8:00:00
1,267.03,0.07,3.68,35.41,3.37,2.76,3.35,2.15,1692867600,24-08-2023 ,9:00:00
1,277.04,0.03,4.84,30.76,3.78,3.06,3.62,2.34,1692871200,24-08-2023 ,10:00:00
1,300.41,0.02,6.77,23.96,4.47,3.89,4.56,2.56,1692874800,24-08-2023 ,11:00:00
1,323.77,0.01,8.65,17.88,4.65,4.84,5.69,2.6,1692878400,24-08-2023 ,12:00:00
1,347.14,0.02,10.02,13.23,4.71,5.83,6.83,2.69,1692882000,24-08-2023 ,13:00:00
1,373.84,0.03,11.31,10.19,5.54,7.32,8.51,2.88,1692885600,24-08-2023 ,14:00:00
1,407.22,0.03,12.68,8.76,6.68,9.33,10.81,3.13,1692889200,24-08-2023 ,15:00:00
2,440.6,0.05,14.05,7.15,7.27,11.46,13.15,3.29,1692892800,24-08-2023 ,16:00:00
2,460.62,0.13,15.08,4.92,6.97,13.23,15.04,3.36,1692896400,24-08-2023 ,17:00:00
2,453.95,0.19,14.74,3.71,5.9,13.03,14.66,3.2,1692900000,24-08-2023 ,18:00:00
2,440.6,0.15,13.71,3.4,5.3,12.57,13.97,3.2,1692903600,24-08-2023 ,19:00:00
2,447.27,0.11,13.37,2.91,5.84,13.34,14.66,3.32,1692907200,24-08-2023 ,20:00:00
2,453.95,0.12,13.54,2.24,6.97,14.73,16,3.51,1692910800,24-08-2023 ,21:00:00
2,460.62,0.08,13.88,3,8.58,16.25,17.39,3.42,1692914400,24-08-2023 ,22:00:00
2,487.33,0.07,14.22,3.31,9.54,18.41,19.49,3.45,1692918000,24-08-2023 ,23:00:00
2,507.35,0.1,13.88,3.26,9.78,20.31,21.39,3.55,1692921600,25-08-2023 ,0:00:00
2,514.03,0.57,12.85,4.6,9.06,19.7,20.75,3.48,1692925200,25-08-2023 ,1:00:00
2,527.38,1.08,12.51,10.37,8.94,17.6,18.76,3.45,1692928800,25-08-2023 ,2:00:00
2,534.06,0.95,12.34,22.53,8.94,15.75,17.05,3.39,1692932400,25-08-2023 ,3:00:00
1,413.89,0.34,7.37,35.76,5.66,9.23,10.22,2.41,1692936000,25-08-2023 ,4:00:00
1,357.15,0.14,5.23,41.13,4.53,6.38,7.24,2.31,1692939600,25-08-2023 ,5:00:00
1,337.12,0.09,4.28,43.27,3.81,5.02,5.78,2.34,1692943200,25-08-2023 ,6:00:00
1,317.1,0.07,3.64,45.06,3.22,3.78,4.34,2.18,1692946800,25-08-2023 ,7:00:00
1,297.07,0.06,3.26,43.27,2.65,2.76,3.16,1.9,1692950400,25-08-2023 ,8:00:00
1,277.04,0.06,3.04,37.91,2.21,2,2.33,1.61,1692954000,25-08-2023 ,9:00:00
1,273.7,0.07,3.94,29.68,2.74,2.06,2.42,1.77,1692957600,25-08-2023 ,10:00:00
1,293.73,0.08,6.08,21.28,3.78,2.98,3.49,2.28,1692961200,25-08-2023 ,11:00:00
1,317.1,0.04,8.31,14.66,4.29,4.09,4.76,2.53,1692964800,25-08-2023 ,12:00:00
1,340.46,0.08,10.02,8.85,4.47,5,5.85,2.6,1692968400,25-08-2023 ,13:00:00
1,367.16,0.19,11.31,5.36,5.07,6.33,7.45,2.94,1692972000,25-08-2023 ,14:00:00
1,400.54,0.23,12.17,4.07,5.9,8.33,9.81,3.45,1692975600,25-08-2023 ,15:00:00
2,433.92,0.22,12.51,3.49,6.56,10.12,11.79,3.77,1692979200,25-08-2023 ,16:00:00
2,447.27,0.2,12.34,3.22,6.79,11.12,12.86,3.74,1692982800,25-08-2023 ,17:00:00
2,447.27,0.13,11.65,3.49,6.56,11.18,12.81,3.45,1692986400,25-08-2023 ,18:00:00
2,433.92,0.05,9.85,4.74,5.84,10.05,11.47,3.17,1692990000,25-08-2023 ,19:00:00
1,400.54,0.01,7.63,6.17,4.77,7.96,9.11,2.82,1692993600,25-08-2023 ,20:00:00
1,367.16,0.01,6.08,7.15,3.99,6.37,7.23,2.5,1692997200,25-08-2023 ,21:00:00
1,343.8,0.01,5.23,7.69,3.67,5.53,6.21,2.41,1693000800,25-08-2023 ,22:00:00
1,330.45,0.01,4.93,7.78,3.81,5.33,5.92,2.53,1693004400,25-08-2023 ,23:00:00
1,327.11,0.02,4.97,7.6,4.23,5.54,6.13,2.75,1693008000,26-08-2023 ,0:00:00
1,327.11,0.1,5.36,7.96,4.47,5.72,6.32,2.66,1693011600,26-08-2023 ,1:00:00
1,337.12,0.24,6.25,10.19,4.65,6.25,6.95,2.53,1693015200,26-08-2023 ,2:00:00
1,353.81,0.32,7.2,15.02,4.89,6.89,7.7,2.53,1693018800,26-08-2023 ,3:00:00
1,327.11,0.21,5.18,30.4,3.46,4.87,5.49,1.85,1693022400,26-08-2023 ,4:00:00
1,310.42,0.14,3.86,35.05,2.71,3.66,4.21,1.68,1693026000,26-08-2023 ,5:00:00
1,293.73,0.1,3.34,32.54,2.35,3.05,3.6,1.57,1693029600,26-08-2023 ,6:00:00
1,277.04,0.07,2.72,29.68,1.91,2.43,2.95,1.2,1693033200,26-08-2023 ,7:00:00
1,280.38,0.06,2.57,30.04,1.86,2.45,2.9,1.08,1693036800,26-08-2023 ,8:00:00
1,297.07,0.05,2.87,31.47,2.12,2.85,3.26,1.16,1693040400,26-08-2023 ,9:00:00
1,340.46,0.06,5.1,26.46,2.92,4.38,5.06,2.15,1693044000,26-08-2023 ,10:00:00
1,400.54,0.08,8.31,19.13,3.55,6.67,7.86,2.98,1693047600,26-08-2023 ,11:00:00
1,453.95,0.06,11.48,14.48,3.76,8.58,10.21,3.29,1693051200,26-08-2023 ,12:00:00
2,540.73,0.32,15.94,7.69,3.93,11.79,14.17,4.31,1693054800,26-08-2023 ,13:00:00
2,660.9,1.56,17.48,2.19,4.41,17.53,21.31,5.57,1693058400,26-08-2023 ,14:00:00
2,761.03,3.02,15.94,0.61,4.71,23.56,28.97,6.52,1693062000,26-08-2023 ,15:00:00
3,814.44,3.63,13.88,0.32,4.65,27.47,34.05,6.9,1693065600,26-08-2023 ,16:00:00
3,834.47,3.91,12.68,0.22,4.35,29.78,36.94,6.84,1693069200,26-08-2023 ,17:00:00
3,827.79,4.02,11.82,0.15,3.7,30.42,37.41,6.4,1693072800,26-08-2023 ,18:00:00
3,781.06,3.19,10.97,0.2,2.92,28.99,35.27,5.95,1693076400,26-08-2023 ,19:00:00
3,727.65,1.76,9.94,0.39,2.5,26.84,31.62,5.45,1693080000,26-08-2023 ,20:00:00
2,660.9,0.82,8.65,0.77,2.18,23.92,27.42,4.81,1693083600,26-08-2023 ,21:00:00
2,600.81,0.4,7.45,1.17,2.03,20.49,22.93,4.12,1693087200,26-08-2023 ,22:00:00
2,560.76,0.27,6.68,1.5,2.12,18.06,19.92,3.64,1693090800,26-08-2023 ,23:00:00
2,527.38,0.17,6.43,2.59,2.47,16.04,17.52,3.48,1693094400,27-08-2023 ,0:00:00
1,393.87,0.08,4.71,14.48,3.87,7.75,8.45,2.12,1693098000,27-08-2023 ,1:00:00
1,380.52,0.28,4.76,21.28,4.29,6.18,6.92,2.31,1693101600,27-08-2023 ,2:00:00
1,370.5,0.44,4.63,31.47,4.05,5.18,6.03,2.12,1693105200,27-08-2023 ,3:00:00
1,310.42,0.22,2.51,48.64,2.18,2.52,3.15,1.38,1693108800,27-08-2023 ,4:00:00
1,293.73,0.14,1.76,55.07,1.79,2.01,2.53,1.17,1693112400,27-08-2023 ,5:00:00
1,290.39,0.1,1.54,56.51,1.77,2.15,2.6,1.09,1693116000,27-08-2023 ,6:00:00
1,287.06,0.06,1.52,54.36,1.67,2.42,2.81,1.04,1693119600,27-08-2023 ,7:00:00
1,283.72,0.06,1.65,50.78,1.65,2.83,3.19,1.08,1693123200,27-08-2023 ,8:00:00
1,273.7,0.08,1.84,45.42,1.8,3.17,3.51,1.16,1693126800,27-08-2023 ,9:00:00
1,290.39,0.15,3.38,36.84,2.71,4.21,4.76,2.12,1693130400,27-08-2023 ,10:00:00
1,320.43,0.11,5.91,27.89,3.52,5.37,6.31,2.98,1693134000,27-08-2023 ,11:00:00
1,350.48,0.03,8.4,21.1,3.73,6.17,7.41,3.1,1693137600,27-08-2023 ,12:00:00
1,440.6,0.17,14.39,11.18,3.99,9.38,11.43,3.99,1693141200,27-08-2023 ,13:00:00
2,574.11,1.38,17.82,2.95,4.41,15.58,19.17,5.13,1693144800,27-08-2023 ,14:00:00
2,680.92,3.16,16.28,0.71,4.71,21.66,26.85,6.21,1693148400,27-08-2023 ,15:00:00
2,727.65,3.49,14.22,0.62,4.71,24.91,30.62,6.84,1693152000,27-08-2023 ,16:00:00
3,727.65,2.88,13.37,0.78,4.53,25.8,31.04,6.84,1693155600,27-08-2023 ,17:00:00
2,694.27,2.1,12.51,1.1,4.05,24.69,29.06,6.46,1693159200,27-08-2023 ,18:00:00
2,647.54,1.48,10.88,1.41,3.37,22.96,26.68,7.03,1693162800,27-08-2023 ,19:00:00
2,634.19,1.62,9.25,1.11,3.4,23.46,27.16,8.74,1693166400,27-08-2023 ,20:00:00
2,614.17,1.54,8.31,1.04,3.61,23.74,27,10.77,1693170000,27-08-2023 ,21:00:00
2,607.49,1.66,7.63,0.8,3.73,24.49,27.44,11.4,1693173600,27-08-2023 ,22:00:00
2,600.81,1.82,6.6,0.8,3.16,24.71,27.25,7.73,1693177200,27-08-2023 ,23:00:00
2,560.76,1.3,6.51,1.9,3.01,21.76,23.74,4.88,1693180800,28-08-2023 ,0:00:00
1,367.16,0.23,5.18,14.48,5.25,9.31,10.36,2.98,1693184400,28-08-2023 ,1:00:00
1,360.49,0.44,5.65,22.17,5.9,7.63,8.8,2.91,1693188000,28-08-2023 ,2:00:00
1,357.15,0.45,6.17,31.47,5.96,6.81,8.15,3.04,1693191600,28-08-2023 ,3:00:00
1,290.39,0.24,3.43,50.78,3.25,3.22,4.04,1.79,1693195200,28-08-2023 ,4:00:00
1,270.37,0.16,2.48,54.36,2.59,2.2,2.83,1.42,1693198800,28-08-2023 ,5:00:00
1,270.37,0.12,2.21,52.21,2.47,1.97,2.49,1.25,1693202400,28-08-2023 ,6:00:00
1,280.38,0.11,2.08,50.07,2.29,2.11,2.55,1.08,1693206000,28-08-2023 ,7:00:00
1,290.39,0.12,2.27,48.64,2.38,2.55,2.99,1.11,1693209600,28-08-2023 ,8:00:00
1,303.75,0.12,2.68,47.92,2.77,3.2,3.64,1.22,1693213200,28-08-2023 ,9:00:00
1,447.27,0.7,11.65,27.89,3.87,8.76,10.51,5.07,1693216800,28-08-2023 ,10:00:00
2,700.95,2.6,22.96,9.12,4.95,18.73,22.69,7.92,1693220400,28-08-2023 ,11:00:00
3,947.95,11.85,27.08,0.63,6.08,28.41,34.41,9.75,1693224000,28-08-2023 ,12:00:00
3,1148.22,26.15,24.68,0,7.99,37.67,45.24,14.19,1693227600,28-08-2023 ,13:00:00
3,1335.14,37.55,22.96,0,11.56,48.7,58.49,22.8,1693231200,28-08-2023 ,14:00:00
4,1495.36,43.36,23.31,0,15.97,60.22,72.68,33.44,1693234800,28-08-2023 ,15:00:00
4,1588.82,44.7,24.33,0,19.55,67.99,82.54,44.08,1693238400,28-08-2023 ,16:00:00
4,1602.17,42.92,24.68,0,21.22,69.93,84.83,50.66,1693242000,28-08-2023 ,17:00:00
4,1455.31,37.55,23.31,0,19.55,63.24,75.12,50.66,1693245600,28-08-2023 ,18:00:00
4,1348.5,33.97,21.76,0,17.4,58.06,65.4,52.18,1693249200,28-08-2023 ,19:00:00
4,1321.79,31.74,20.73,0,16.93,57.1,61.94,56.74,1693252800,28-08-2023 ,20:00:00
4,1268.39,29.5,19.36,0,16.45,56.24,59.64,60.8,1693256400,28-08-2023 ,21:00:00
4,1148.22,25.03,16.96,0,15.02,51.23,53.71,59.28,1693260000,28-08-2023 ,22:00:00
3,1054.76,22.58,14.22,0,13.11,48.47,50.71,53.7,1693263600,28-08-2023 ,23:00:00
4,1041.41,22.58,10.88,0.01,8.58,50.4,52.76,29.89,1693267200,29-08-2023 ,0:00:00
3,921.25,10.17,19.02,0.54,6.79,42.51,44.32,12.92,1693270800,29-08-2023 ,1:00:00
