main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
2,317.1,0.2,1.33,81.54,1.94,9.47,9.93,1.08,1634191200,14-10-2021 ,6:00:00
2,307.08,0.2,1.27,80.82,1.91,9.98,10.39,1.01,1634194800,14-10-2021 ,7:00:00
2,293.73,0.2,1.36,78.68,1.77,10.12,10.5,0.97,1634198400,14-10-2021 ,8:00:00
1,287.06,0.2,1.48,75.82,1.62,9.74,10.12,0.91,1634202000,14-10-2021 ,9:00:00
2,417.23,1.62,10.8,46.49,3.07,14.12,15.63,5.07,1634205600,14-10-2021 ,10:00:00
3,594.14,2.54,22.96,13.95,4.35,20.37,23.34,8.61,1634209200,14-10-2021 ,11:00:00
4,747.68,11.06,25.36,0.27,5.13,25.62,29.87,11.4,1634212800,14-10-2021 ,12:00:00
4,814.44,21.01,20.05,0.01,5.72,28.93,34.28,13.55,1634216400,14-10-2021 ,13:00:00
4,854.49,24.59,17.99,0,7.63,33,40.04,17.23,1634220000,14-10-2021 ,14:00:00
4,921.25,26.15,18.51,0,10.37,38.99,48.54,23.56,1634223600,14-10-2021 ,15:00:00
4,974.66,25.71,19.54,0,12.52,43.89,55.65,29.13,1634227200,14-10-2021 ,16:00:00
4,947.95,23.25,17.65,0,11.21,45.14,57.83,26.35,1634230800,14-10-2021 ,17:00:00
4,834.47,19.45,15.25,0.01,7.09,41.15,53.02,16.21,1634234400,14-10-2021 ,18:00:00
4,741.01,16.32,13.37,0.01,3.82,37.27,47.63,8.61,1634238000,14-10-2021 ,19:00:00
4,680.92,12.96,12.17,0.03,2.86,35.33,44.41,7.35,1634241600,14-10-2021 ,20:00:00
4,620.84,9.16,11.31,0.08,2.56,33.13,41.04,7.41,1634245200,14-10-2021 ,21:00:00
4,560.76,5.76,11.14,0.22,2.71,30.59,37.4,9.25,1634248800,14-10-2021 ,22:00:00
4,527.38,4.02,11.14,0.3,3.7,29.63,35.92,14.44,1634252400,14-10-2021 ,23:00:00
4,534.06,4.19,11.65,0.27,5.25,30.61,36.84,20.77,1634256000,15-10-2021 ,0:00:00
4,540.73,4.58,13.02,1.43,6.26,29.76,35.17,21.79,1634259600,15-10-2021 ,1:00:00
4,607.49,9.28,13.54,3.84,6.56,29.66,34.72,16.21,1634263200,15-10-2021 ,2:00:00
4,674.25,13.86,15.25,7.6,5.19,29.02,33.79,9.5,1634266800,15-10-2021 ,3:00:00
2,290.39,0.29,2.91,70.1,2.09,10.34,10.94,1.06,1634270400,15-10-2021 ,4:00:00
1,280.38,0.15,1.37,66.52,1.57,8.23,8.56,0.74,1634274000,15-10-2021 ,5:00:00
1,277.04,0.12,0.95,64.37,1.19,7.8,8.02,0.52,1634277600,15-10-2021 ,6:00:00
1,263.69,0.12,0.93,64.37,1.01,7.07,7.23,0.42,1634281200,15-10-2021 ,7:00:00
1,263.69,0.13,1.07,65.8,1.01,6.77,6.92,0.44,1634284800,15-10-2021 ,8:00:00
1,263.69,0.13,1.24,65.09,1.03,5.89,6.05,0.45,1634288400,15-10-2021 ,9:00:00
1,293.73,0.34,3.6,55.79,1.55,6.57,6.97,1.57,1634292000,15-10-2021 ,10:00:00
1,340.46,0.27,7.88,40.41,2.06,8.1,8.86,2.95,1634295600,15-10-2021 ,11:00:00
1,400.54,0.02,13.71,25.75,2.65,9.82,10.99,3.77,1634299200,15-10-2021 ,12:00:00
2,467.3,0.4,18.85,12.16,3.22,12.3,14.17,4.56,1634302800,15-10-2021 ,13:00:00
2,540.73,2.29,19.19,2.79,3.87,16,19,5.45,1634306400,15-10-2021 ,14:00:00
2,587.46,5.2,15.94,0.4,4.35,19.64,23.95,6.33,1634310000,15-10-2021 ,15:00:00
3,594.14,6.65,13.2,0.14,4.29,21.6,26.72,6.33,1634313600,15-10-2021 ,16:00:00
3,554.09,5.98,11.48,0.19,3.55,20.28,25.23,5.07,1634317200,15-10-2021 ,17:00:00
2,467.3,3.91,10.45,0.49,2.47,15.82,19.72,3.67,1634320800,15-10-2021 ,18:00:00
2,390.53,1.54,9.43,1.31,1.61,11.32,13.77,2.47,1634324400,15-10-2021 ,19:00:00
1,343.8,0.38,7.03,3.17,1.21,8.66,10.26,2.03,1634328000,15-10-2021 ,20:00:00
1,310.42,0.09,4.71,6.88,1.07,6.71,7.77,1.79,1634331600,15-10-2021 ,21:00:00
1,287.06,0.01,2.96,17.17,1.06,5.02,5.68,1.52,1634335200,15-10-2021 ,22:00:00
1,277.04,0,2.42,21.99,1.06,4.52,5.1,1.46,1634338800,15-10-2021 ,23:00:00
1,277.04,0.01,2.57,21.46,1.09,4.61,5.21,1.46,1634342400,16-10-2021 ,0:00:00
1,277.04,0.04,2.96,20.92,1.13,4.59,5.22,1.47,1634346000,16-10-2021 ,1:00:00
1,290.39,0.21,4.03,24.32,1.4,4.71,5.43,1.77,1634349600,16-10-2021 ,2:00:00
1,297.07,0.36,4.16,35.41,1.58,4.8,5.44,1.77,1634353200,16-10-2021 ,3:00:00
1,277.04,0.11,1.14,50.78,0.89,4.72,4.92,0.61,1634356800,16-10-2021 ,4:00:00
1,280.38,0.09,0.74,49.35,0.7,5.17,5.33,0.48,1634360400,16-10-2021 ,5:00:00
1,280.38,0.09,0.65,50.78,0.58,4.82,4.96,0.38,1634364000,16-10-2021 ,6:00:00
1,280.38,0.1,0.74,55.08,0.57,4.42,4.53,0.38,1634367600,16-10-2021 ,7:00:00
1,287.06,0.1,0.91,58.65,0.56,3.96,4.06,0.39,1634371200,16-10-2021 ,8:00:00
1,293.73,0.11,1.14,62.94,0.57,3.42,3.51,0.4,1634374800,16-10-2021 ,9:00:00
1,297.07,0.12,1.8,61.51,0.83,3.08,3.21,0.65,1634378400,16-10-2021 ,10:00:00
1,303.75,0.05,2.91,56.51,1.09,2.71,2.91,1.05,1634382000,16-10-2021 ,11:00:00
1,310.42,0,4.11,51.5,1.27,2.86,3.13,1.35,1634385600,16-10-2021 ,12:00:00
1,330.45,0,6.08,45.06,1.43,3.86,4.39,2,1634389200,16-10-2021 ,13:00:00
1,360.49,0,7.97,36.12,1.77,5.78,6.84,2.95,1634392800,16-10-2021 ,14:00:00
1,383.85,0.01,8.82,28.97,2.06,7.49,9.18,3.61,1634396400,16-10-2021 ,15:00:00
1,393.87,0.01,8.74,24.32,2.12,8.45,10.55,3.83,1634400000,16-10-2021 ,16:00:00
1,373.84,0.01,7.37,22.89,1.79,7.94,9.95,3.26,1634403600,16-10-2021 ,17:00:00
1,333.79,0.01,5.66,23.96,1.25,6.26,7.79,2.47,1634407200,16-10-2021 ,18:00:00
1,307.08,0,4.24,25.75,0.89,4.88,5.87,1.98,1634410800,16-10-2021 ,19:00:00
1,293.73,0,3.04,28.61,0.8,4.24,4.9,1.76,1634414400,16-10-2021 ,20:00:00
1,283.72,0,2.16,32.9,0.74,3.84,4.3,1.54,1634418000,16-10-2021 ,21:00:00
1,280.38,0,1.63,39.34,0.72,3.64,3.95,1.17,1634421600,16-10-2021 ,22:00:00
1,280.38,0,1.52,39.34,0.75,4.01,4.28,1.06,1634425200,16-10-2021 ,23:00:00
1,277.04,0,1.65,37.91,0.83,4.24,4.5,0.99,1634428800,17-10-2021 ,0:00:00
1,280.38,0.01,1.89,36.48,0.89,4.19,4.46,0.93,1634432400,17-10-2021 ,1:00:00
1,287.06,0.07,2.57,35.05,1.03,4.12,4.48,0.99,1634436000,17-10-2021 ,2:00:00
1,290.39,0.14,2.68,38.62,1.03,3.61,3.95,0.88,1634439600,17-10-2021 ,3:00:00
1,277.04,0.15,1.61,47.21,0.86,2.76,2.96,0.62,1634443200,17-10-2021 ,4:00:00
1,270.37,0.16,1.18,51.5,0.81,2.21,2.38,0.59,1634446800,17-10-2021 ,5:00:00
1,260.35,0.15,0.88,55.08,0.68,2.13,2.26,0.49,1634450400,17-10-2021 ,6:00:00
1,260.35,0.13,0.77,59.37,0.63,2.8,2.91,0.46,1634454000,17-10-2021 ,7:00:00
1,263.69,0.13,0.79,61.51,0.59,3.6,3.69,0.45,1634457600,17-10-2021 ,8:00:00
1,263.69,0.13,0.89,62.23,0.55,4.27,4.36,0.43,1634461200,17-10-2021 ,9:00:00
1,277.04,0.18,2.06,57.22,0.91,5.17,5.36,1,1634464800,17-10-2021 ,10:00:00
1,297.07,0.07,4.03,46.49,1.22,5.91,6.24,1.62,1634468400,17-10-2021 ,11:00:00
1,317.1,0,6.43,37.91,1.55,6.53,7.01,1.96,1634472000,17-10-2021 ,12:00:00
1,323.77,0,6.86,33.98,1.65,6.53,7.12,1.92,1634475600,17-10-2021 ,13:00:00
1,320.44,0,5.74,33.98,1.71,6.44,7.11,1.77,1634479200,17-10-2021 ,14:00:00
1,310.42,0,4.71,36.84,1.73,6.44,7.12,1.6,1634482800,17-10-2021 ,15:00:00
1,307.08,0,4.07,37.55,1.71,6.47,7.11,1.52,1634486400,17-10-2021 ,16:00:00
1,303.75,0,4.07,32.9,1.62,6.69,7.38,1.54,1634490000,17-10-2021 ,17:00:00
1,293.73,0,3.81,29.68,1.36,6.42,7.04,1.39,1634493600,17-10-2021 ,18:00:00
1,287.06,0,3.64,27.9,1.28,6.18,6.71,1.36,1634497200,17-10-2021 ,19:00:00
1,283.72,0,3.38,26.46,1.46,6.15,6.63,1.38,1634500800,17-10-2021 ,20:00:00
1,277.04,0,2.83,26.11,1.48,5.88,6.3,1.33,1634504400,17-10-2021 ,21:00:00
1,267.03,0,2.34,26.46,1.43,5.5,5.88,1.27,1634508000,17-10-2021 ,22:00:00
1,263.69,0,2.23,26.82,1.57,5.3,5.68,1.31,1634511600,17-10-2021 ,23:00:00
1,267.03,0,2.44,26.46,1.85,5.29,5.67,1.38,1634515200,18-10-2021 ,0:00:00
1,267.03,0.04,2.66,26.11,1.94,5.05,5.46,1.3,1634518800,18-10-2021 ,1:00:00
1,273.71,0.19,2.87,29.33,1.94,4.91,5.39,1.25,1634522400,18-10-2021 ,2:00:00
1,277.04,0.26,2.34,38.62,1.7,4.81,5.22,1.09,1634526000,18-10-2021 ,3:00:00
1,270.37,0.12,1.02,47.92,0.89,3.72,3.91,0.57,1634529600,18-10-2021 ,4:00:00
1,270.37,0.12,0.88,49.35,0.79,3.47,3.63,0.52,1634533200,18-10-2021 ,5:00:00
1,270.37,0.11,0.81,49.35,0.74,3.02,3.15,0.5,1634536800,18-10-2021 ,6:00:00
1,270.37,0.13,0.87,50.07,0.81,2.47,2.6,0.56,1634540400,18-10-2021 ,7:00:00
1,270.37,0.15,0.93,50.07,0.84,2.06,2.19,0.63,1634544000,18-10-2021 ,8:00:00
1,270.37,0.17,1.04,50.78,0.86,1.94,2.09,0.66,1634547600,18-10-2021 ,9:00:00
1,300.41,0.41,3.21,42.92,1.4,3.11,3.5,1.74,1634551200,18-10-2021 ,10:00:00
1,347.14,0.23,7.63,28.61,1.94,4.68,5.45,2.98,1634554800,18-10-2021 ,11:00:00
1,400.54,0.1,12.68,17.52,2.56,6.35,7.5,3.77,1634558400,18-10-2021 ,12:00:00
1,467.3,0.96,16.62,7.24,3.16,8.95,10.8,4.62,1634562000,18-10-2021 ,13:00:00
2,554.09,4.69,15.08,0.72,3.87,13.23,16.25,5.13,1634565600,18-10-2021 ,14:00:00
2,614.17,8.05,12.85,0.11,4.23,17.64,21.88,5.13,1634569200,18-10-2021 ,15:00:00
2,620.84,8.38,10.97,0.09,3.87,19.47,24.24,4.56,1634572800,18-10-2021 ,16:00:00
2,547.41,6.48,9.17,0.14,3.1,17.45,21.93,3.55,1634576400,18-10-2021 ,17:00:00
2,440.6,3.63,7.97,0.48,2.06,13.01,16.61,2.63,1634580000,18-10-2021 ,18:00:00
1,363.83,1.22,7.2,1.77,1.42,9.52,12.19,2.15,1634583600,18-10-2021 ,19:00:00
1,333.79,0.42,5.74,3.44,1.28,8.09,10.27,2.12,1634587200,18-10-2021 ,20:00:00
1,317.1,0.18,4.46,5.5,1.22,7.08,8.93,2.09,1634590800,18-10-2021 ,21:00:00
1,300.41,0.1,3.6,7.33,1.18,6.19,7.81,2.03,1634594400,18-10-2021 ,22:00:00
1,297.07,0.09,3.38,8.4,1.24,5.86,7.37,2.06,1634598000,18-10-2021 ,23:00:00
1,300.41,0.14,3.81,8.05,1.43,5.98,7.51,2.12,1634601600,19-10-2021 ,0:00:00
1,310.42,0.51,4.46,7.33,1.65,5.85,7.44,2.25,1634605200,19-10-2021 ,1:00:00
1,357.15,2.35,5.74,8.76,2.41,6.91,8.88,3.1,1634608800,19-10-2021 ,2:00:00
1,413.9,3.74,7.97,19.13,3.22,8.6,10.84,4.18,1634612400,19-10-2021 ,3:00:00
1,303.75,0.35,2.36,55.79,1.88,2.9,3.35,1.35,1634616000,19-10-2021 ,4:00:00
1,297.07,0.17,1.65,57.94,1.64,2.49,2.79,1.19,1634619600,19-10-2021 ,5:00:00
1,297.07,0.11,1.63,55.08,1.55,2.34,2.6,1.11,1634623200,19-10-2021 ,6:00:00
1,300.41,0.09,2.08,51.5,1.89,2.41,2.67,1.3,1634626800,19-10-2021 ,7:00:00
1,313.76,0.08,2.87,49.35,2.56,2.79,3.12,1.74,1634630400,19-10-2021 ,8:00:00
1,327.11,0.06,3.81,47.92,3.37,3.45,3.91,2.31,1634634000,19-10-2021 ,9:00:00
1,360.49,0.07,6.17,44.35,5.13,5.07,5.77,3.14,1634637600,19-10-2021 ,10:00:00
1,400.54,0.03,9.34,37.91,6.8,7,7.98,3.74,1634641200,19-10-2021 ,11:00:00
1,427.25,0,11.48,30.4,7.03,8.15,9.24,3.42,1634644800,19-10-2021 ,12:00:00
1,420.57,0.01,11.65,22.71,5.07,7.7,8.82,2.72,1634648400,19-10-2021 ,13:00:00
1,440.6,0.03,12.34,16.81,4.77,8.84,10.32,2.98,1634652000,19-10-2021 ,14:00:00
2,507.36,0.08,15.08,12.34,6.08,12.48,14.64,4.12,1634655600,19-10-2021 ,15:00:00
3,714.3,2.35,18.51,2.95,6.8,24.09,28.39,7.54,1634659200,19-10-2021 ,16:00:00
4,907.9,9.05,15.25,0.05,6.8,36.75,42.17,10.39,1634662800,19-10-2021 ,17:00:00
4,947.95,14.53,12,0.01,6.86,40.61,44.97,14.57,1634666400,19-10-2021 ,18:00:00
4,947.95,17.66,11.14,0,6.74,42.51,45.66,19.51,1634670000,19-10-2021 ,19:00:00
4,961.3,18.77,9.6,0,5.31,45.53,48.12,15.71,1634673600,19-10-2021 ,20:00:00
4,921.25,17.43,7.97,0,3.55,45.52,47.77,8.23,1634677200,19-10-2021 ,21:00:00
4,634.19,0.78,19.02,5.63,8.35,27.36,29.08,4.69,1634680800,19-10-2021 ,22:00:00
3,560.76,0.02,15.77,10.1,8.7,23.68,25.17,3.64,1634684400,19-10-2021 ,23:00:00
3,540.73,0.01,14.22,11.98,8.58,22.49,23.9,3.55,1634688000,20-10-2021 ,0:00:00
3,520.71,0.26,12.85,13.77,7.99,20.56,21.88,3.29,1634691600,20-10-2021 ,1:00:00
3,540.73,1.02,13.02,16.63,8.82,21.04,22.48,3.42,1634695200,20-10-2021 ,2:00:00
3,614.17,1.24,14.05,22.17,10.61,24.16,25.8,4.05,1634698800,20-10-2021 ,3:00:00
2,507.36,0.61,8.05,37.91,6.74,15.71,16.9,2.82,1634702400,20-10-2021 ,4:00:00
1,417.23,0.25,4.2,50.78,4.29,9.34,10.31,2.12,1634706000,20-10-2021 ,5:00:00
1,370.5,0.13,2.55,55.08,3.04,5.65,6.48,1.68,1634709600,20-10-2021 ,6:00:00
1,340.46,0.11,2.06,52.93,2.44,3.47,4.18,1.43,1634713200,20-10-2021 ,7:00:00
1,330.45,0.13,2.66,47.21,2.56,3.05,3.69,1.62,1634716800,20-10-2021 ,8:00:00
1,333.79,0.12,3.56,42.56,2.98,3.17,3.8,1.93,1634720400,20-10-2021 ,9:00:00
1,343.8,0.08,5.06,37.19,3.76,3.74,4.53,2.53,1634724000,20-10-2021 ,10:00:00
1,367.17,0.02,6.86,31.47,4.47,4.63,5.7,2.91,1634727600,20-10-2021 ,11:00:00
1,383.85,0,8.4,26.82,4.47,5.32,6.65,2.76,1634731200,20-10-2021 ,12:00:00
1,400.54,0.01,9.08,23.6,4.53,6.04,7.4,2.5,1634734800,20-10-2021 ,13:00:00
1,420.57,0.01,9,19.67,4.71,7.38,8.9,2.6,1634738400,20-10-2021 ,14:00:00
1,433.92,0.02,8.65,16.45,4.77,8.66,10.48,2.72,1634742000,20-10-2021 ,15:00:00
1,440.6,0.02,7.88,13.95,4.41,9.1,11.05,2.69,1634745600,20-10-2021 ,16:00:00
1,433.92,0.03,7.54,11.8,4.17,9.03,10.83,2.57,1634749200,20-10-2021 ,17:00:00
1,413.9,0.03,7.2,10.82,3.87,8.46,9.81,2.41,1634752800,20-10-2021 ,18:00:00
1,393.87,0.02,6.43,10.73,3.61,7.69,8.75,2.28,1634756400,20-10-2021 ,19:00:00
1,373.84,0.01,5.4,11.09,3.34,6.62,7.48,2.15,1634760000,20-10-2021 ,20:00:00
1,357.15,0.01,4.63,11.8,3.13,5.55,6.19,2.03,1634763600,20-10-2021 ,21:00:00
1,347.14,0.01,4.28,12.34,3.16,5.06,5.57,2.03,1634767200,20-10-2021 ,22:00:00
1,350.48,0.01,4.37,11.98,3.37,5.34,5.86,2.22,1634770800,20-10-2021 ,23:00:00
1,363.83,0.02,4.88,10.82,3.55,6.04,6.66,2.38,1634774400,21-10-2021 ,0:00:00
1,373.84,0.1,5.57,9.84,3.7,6.3,6.99,2.34,1634778000,21-10-2021 ,1:00:00
1,403.88,0.5,6.68,10.28,4.23,7.18,8.1,2.44,1634781600,21-10-2021 ,2:00:00
1,423.91,0.96,7.2,13.77,4.71,8.19,9.37,2.44,1634785200,21-10-2021 ,3:00:00
1,380.52,0.71,5.27,21.28,3.73,6.18,7.33,1.9,1634788800,21-10-2021 ,4:00:00
1,330.45,0.44,3.98,25.03,3.22,4.22,5.3,1.62,1634792400,21-10-2021 ,5:00:00
1,293.73,0.3,3.3,25.75,3.01,2.85,3.71,1.39,1634796000,21-10-2021 ,6:00:00
1,267.03,0.25,2.53,27.18,2.47,1.67,2.27,1.17,1634799600,21-10-2021 ,7:00:00
1,263.69,0.2,2.36,27.9,2.21,1.26,1.72,1.06,1634803200,21-10-2021 ,8:00:00
1,277.04,0.15,2.59,28.25,2.35,1.29,1.71,1.08,1634806800,21-10-2021 ,9:00:00
1,300.41,0.14,4.46,22.89,3.34,2.26,2.95,1.85,1634810400,21-10-2021 ,10:00:00
1,330.45,0.08,7.11,15.38,4.05,3.69,4.84,2.41,1634814000,21-10-2021 ,11:00:00
1,370.5,0.12,9.43,11.62,4.11,4.72,6.23,2.47,1634817600,21-10-2021 ,12:00:00
1,460.63,1.01,13.71,5.81,4.23,7.98,10.33,3.1,1634821200,21-10-2021 ,13:00:00
2,607.49,3.69,15.59,1.22,4.89,14.79,18.92,4.56,1634824800,21-10-2021 ,14:00:00
3,734.33,6.09,14.57,0.34,5.6,21.96,27.9,6.27,1634828400,21-10-2021 ,15:00:00
4,794.41,6.37,13.37,0.28,5.78,26.68,33.73,6.97,1634832000,21-10-2021 ,16:00:00
4,761.03,4.02,12.85,0.76,4.89,26.32,32.9,5.13,1634835600,21-10-2021 ,17:00:00
2,627.52,0.98,11.48,4.43,3.99,19.76,23.95,3.39,1634839200,21-10-2021 ,18:00:00
2,487.33,0.06,7.63,10.01,3.19,12.14,14.27,2.5,1634842800,21-10-2021 ,19:00:00
2,467.3,0.11,6.51,8.05,2.59,11.41,13.21,3.1,1634846400,21-10-2021 ,20:00:00
2,453.95,0.11,5.83,7.6,2.59,11.46,13.15,3.99,1634850000,21-10-2021 ,21:00:00
2,467.3,0.08,5.66,8.85,2.83,12.13,13.76,4.75,1634853600,21-10-2021 ,22:00:00
2,473.98,0.07,5.48,10.01,2.98,12.66,14.29,4.75,1634857200,21-10-2021 ,23:00:00
2,487.33,0.09,5.91,10.1,3.07,13.26,14.98,4.69,1634860800,22-10-2021 ,0:00:00
2,527.38,0.52,7.63,9.03,3.43,14.87,17.08,4.24,1634864400,22-10-2021 ,1:00:00
2,620.84,2.79,9.77,12.7,4.65,18.94,22.12,4.05,1634868000,22-10-2021 ,2:00:00
3,680.92,3.49,10.88,33.26,5.9,21.62,25.2,4.05,1634871600,22-10-2021 ,3:00:00
2,534.06,0.48,3.17,87.26,5.25,16.85,18.06,1.47,1634875200,22-10-2021 ,4:00:00
3,520.71,0.27,1.97,107.29,5.48,21.56,22.72,1.43,1634878800,22-10-2021 ,5:00:00
3,487.33,0.23,1.65,114.44,5.48,23.12,24.32,1.47,1634882400,22-10-2021 ,6:00:00
3,433.92,0.22,1.52,111.58,4.77,21.36,22.54,1.43,1634886000,22-10-2021 ,7:00:00
2,383.85,0.23,1.63,104.43,3.87,19.37,20.52,1.35,1634889600,22-10-2021 ,8:00:00
2,357.15,0.24,1.91,98.71,3.55,18.56,19.72,1.36,1634893200,22-10-2021 ,9:00:00
3,427.25,0.82,7.28,71.53,4.11,21.67,23.59,4.02,1634896800,22-10-2021 ,10:00:00
4,574.11,0.65,17.82,39.34,4.89,27.86,31.31,7.35,1634900400,22-10-2021 ,11:00:00
4,714.3,0.35,29.13,15.38,5.36,33.84,38.78,8.87,1634904000,22-10-2021 ,12:00:00
4,921.25,6.09,35.3,1.77,6.26,43.26,50.13,9.88,1634907600,22-10-2021 ,13:00:00
5,1161.58,18.11,30.5,0.02,7.57,57.15,66.87,12.16,1634911200,22-10-2021 ,14:00:00
5,1361.85,26.6,26.05,0,8.82,71.28,84.03,14.82,1634914800,22-10-2021 ,15:00:00
5,1482.01,30.4,25.36,0,12.4,82.59,97.78,24.32,1634918400,22-10-2021 ,16:00:00
5,1588.82,33.08,27.08,0,17.17,90.47,107.06,37.49,1634922000,22-10-2021 ,17:00:00
5,1548.77,33.53,26.73,0,18.12,89.51,105.87,44.08,1634925600,22-10-2021 ,18:00:00
5,1455.31,32.63,26.39,0,16.93,83.49,98.92,49.14,1634929200,22-10-2021 ,19:00:00
5,1348.5,29.5,25.02,0,15.74,79.14,93.41,53.2,1634932800,22-10-2021 ,20:00:00
5,1188.28,24.81,21.94,0,13.71,72.54,84.82,52.69,1634936400,22-10-2021 ,21:00:00
5,947.95,19,15.25,0,7.99,63.07,73.26,31.41,1634940000,22-10-2021 ,22:00:00
5,774.38,14.98,10.11,0.01,4.77,55.65,64.56,19.25,1634943600,22-10-2021 ,23:00:00
5,687.6,13.41,7.45,0.01,4.05,52.15,60.24,16.97,1634947200,23-10-2021 ,0:00:00
4,614.17,12.74,5.48,0.67,3.58,47.59,54.81,12.67,1634950800,23-10-2021 ,1:00:00
4,660.9,16.54,5.74,3.58,3.52,47.31,54.52,7.47,1634954400,23-10-2021 ,2:00:00
5,794.41,18.11,13.37,14.84,3.82,51.33,58.76,7.16,1634958000,23-10-2021 ,3:00:00
3,410.56,0.54,3.26,97.28,4.05,24.19,25.61,1.69,1634961600,23-10-2021 ,4:00:00
3,387.19,0.26,1.71,107.29,3.87,22.28,23.41,1.65,1634965200,23-10-2021 ,5:00:00
3,370.5,0.2,1.39,110.15,3.79,20.87,21.83,1.68,1634968800,23-10-2021 ,6:00:00
2,347.14,0.22,1.52,108.72,4.11,18.6,19.45,1.88,1634972400,23-10-2021 ,7:00:00
2,350.48,0.27,2.06,108.72,4.83,18.4,19.27,2.28,1634976000,23-10-2021 ,8:00:00
2,360.49,0.3,2.87,110.15,5.6,19.47,20.43,2.72,1634979600,23-10-2021 ,9:00:00
4,494,1.05,11.48,77.25,6.14,25.65,27.77,7.54,1634983200,23-10-2021 ,10:00:00
4,714.3,0.66,26.73,42.92,7.21,36.08,40,14.44,1634986800,23-10-2021 ,11:00:00
4,907.9,0.3,44.55,14.13,9.18,45.16,50.94,22.04,1634990400,23-10-2021 ,12:00:00
4,961.3,4.53,48.67,1.31,9.66,48.08,55.15,25.59,1634994000,23-10-2021 ,13:00:00
4,947.95,10.39,34.96,0.1,7.57,48.72,56.77,20.27,1634997600,23-10-2021 ,14:00:00
5,947.95,13.08,23.99,0.04,5.42,51.23,59.97,11.78,1635001200,23-10-2021 ,15:00:00
4,881.2,8.27,19.19,0.09,3.99,48.96,56.37,6.27,1635004800,23-10-2021 ,16:00:00
4,774.38,5.7,14.22,0.16,2.98,42.87,49.34,4.12,1635008400,23-10-2021 ,17:00:00
4,620.84,4.02,10.2,0.33,1.94,33.58,38.94,3.01,1635012000,23-10-2021 ,18:00:00
4,500.68,2.24,8.23,0.77,1.3,26.65,30.74,2.76,1635015600,23-10-2021 ,19:00:00
3,433.92,0.91,7.03,1.81,1.15,23.3,26.65,2.91,1635019200,23-10-2021 ,20:00:00
3,397.21,0.34,5.74,3.31,1.1,21.2,24.03,3.1,1635022800,23-10-2021 ,21:00:00
3,387.19,0.3,5.01,3.58,1.13,20.57,23.28,3.58,1635026400,23-10-2021 ,22:00:00
3,393.87,0.55,4.97,2.41,1.28,21.53,24.42,4.37,1635030000,23-10-2021 ,23:00:00
3,410.56,1.2,5.18,1.38,1.58,23.2,26.35,5.51,1635033600,24-10-2021 ,0:00:00
3,433.92,3.44,4.67,1.92,1.94,23.55,27.02,5.38,1635037200,24-10-2021 ,1:00:00
4,534.06,8.38,6.17,6.88,2.65,26.28,30.65,5,1635040800,24-10-2021 ,2:00:00
4,667.57,10.73,12.34,19.85,3.13,31.34,36.48,5.83,1635044400,24-10-2021 ,3:00:00
2,373.84,0.32,1.74,66.52,2.09,10.58,11.2,1.08,1635048000,24-10-2021 ,4:00:00
1,360.49,0.17,0.96,66.52,1.79,8.33,8.73,1.03,1635051600,24-10-2021 ,5:00:00
1,360.49,0.13,0.74,60.8,1.48,7.06,7.37,0.93,1635055200,24-10-2021 ,6:00:00
1,363.83,0.14,0.77,57.22,1.43,6.67,6.94,1,1635058800,24-10-2021 ,7:00:00
1,370.5,0.16,0.94,57.22,1.59,6.96,7.24,1.19,1635062400,24-10-2021 ,8:00:00
1,373.84,0.18,1.2,57.22,1.8,7.18,7.47,1.38,1635066000,24-10-2021 ,9:00:00
2,447.27,0.83,5.91,44.7,2.65,10.61,11.53,4.18,1635069600,24-10-2021 ,10:00:00
2,574.11,0.73,15.08,24.68,3.52,16.84,18.79,7.35,1635073200,24-10-2021 ,11:00:00
3,707.63,1.24,23.31,6.17,4.05,22.84,25.84,8.99,1635076800,24-10-2021 ,12:00:00
4,787.74,8.05,20.74,0.26,3.93,27.13,31.2,8.11,1635080400,24-10-2021 ,13:00:00
4,847.82,15.65,14.05,0.01,3.93,31.84,37.43,6.84,1635084000,24-10-2021 ,14:00:00
4,894.55,20.34,9.68,0,4.05,37.4,44.85,6.71,1635087600,24-10-2021 ,15:00:00
4,921.25,22.35,7.03,0,4.23,41.68,50.77,8.49,1635091200,24-10-2021 ,16:00:00
4,867.84,21.68,5.83,0,4.83,41.74,51.4,12.03,1635094800,24-10-2021 ,17:00:00
4,741.01,18.55,5.66,0,4.95,36.31,45.27,15.83,1635098400,24-10-2021 ,18:00:00
4,647.54,15.65,6,0.01,4.71,31.61,39.53,19,1635102000,24-10-2021 ,19:00:00
4,587.46,13.19,5.48,0.01,3.87,29.44,36.6,15.71,1635105600,24-10-2021 ,20:00:00
4,527.38,9.72,4.76,0.04,2.56,26.79,32.91,8.87,1635109200,24-10-2021 ,21:00:00
3,480.65,6.59,4.58,0.11,1.85,24.28,29.41,5.45,1635112800,24-10-2021 ,22:00:00
3,473.98,5.42,4.54,0.13,2.06,24.25,29.09,6.4,1635116400,24-10-2021 ,23:00:00
4,500.68,6.43,4.37,0.08,2.74,26.77,31.9,8.87,1635120000,25-10-2021 ,0:00:00
4,547.41,8.49,5.01,1,3.37,28.21,33.62,9.5,1635123600,25-10-2021 ,1:00:00
